"year","league","club","sum_in","sum_out"
"1994","dutch_eredivisie","NEC Nijmegen","0","0"
"1994","dutch_eredivisie","PSV Eindhoven","7.63","3.015"
"1994","dutch_eredivisie","RKC Waalwijk","0","0.396"
"1994","dutch_eredivisie","Roda JC Kerkrade","0","0"
"1994","dutch_eredivisie","SC Heerenveen","0.205","0"
"1994","dutch_eredivisie","Sparta Rotterdam","0.396","0.9"
"1994","dutch_eredivisie","Vitesse Arnhem","0.114","0"
"1994","dutch_eredivisie","Willem II Tilburg","0","0"
"1994","russian_premier_liga","Chernomorets Novorossijsk","0","0"
"1994","russian_premier_liga","CSKA Moscow","0","0"
"1994","russian_premier_liga","Dinamo Moscow","0","0"
"1994","russian_premier_liga","Dinamo-Gazovik Tyumen","0","0"
"1994","russian_premier_liga","KamAZ Naberezhnye Chelny","0","0"
"1994","russian_premier_liga","Krylya Sovetov Samara","0","0"
"1994","russian_premier_liga","Lokomotiv Moscow","0","0"
"1994","russian_premier_liga","Lokomotiv Nizhniy Novgorod","0","0"
"1994","russian_premier_liga","Rostselmash Rostov","0","0"
"1994","russian_premier_liga","Rotor Volgograd","0","0"
"1994","russian_premier_liga","Spartak Moscow","0","0.72"
"1994","russian_premier_liga","Spartak-Alania Vladikavkaz","0","0"
"1994","russian_premier_liga","Tekstilshchik Kamyshin","0","0"
"1994","russian_premier_liga","Torpedo Moscow","0","0"
"1994","russian_premier_liga","Uralmash Ekaterinburg","0","0"
"1994","russian_premier_liga","Zhemchuzhina Sochi","0","0"
"1995","english_premier_league","Arsenal FC","16.52","1.98"
"1995","english_premier_league","Aston Villa","9.963","3.04"
"1995","english_premier_league","Blackburn Rovers","12.812","5.045"
"1995","english_premier_league","Bolton Wanderers","7.795","6.292"
"1995","english_premier_league","Chelsea FC","1.71","1.654"
"1995","english_premier_league","Coventry City","5.624","2.314"
"1995","english_premier_league","Everton FC","15.527","0"
"1995","english_premier_league","Leeds United","4.24","4.515"
"1995","english_premier_league","Liverpool FC","17.33","1.53"
"1995","english_premier_league","Manchester City","10.586","6.244"
"1995","english_premier_league","Manchester United","0.518","17.994"
"1995","english_premier_league","Middlesbrough FC","11.7","0.338"
"1995","english_premier_league","Newcastle United","22.15","7.057"
"1995","english_premier_league","Nottingham Forest","3.464","12.543"
"1995","english_premier_league","Queens Park Rangers","4.761","10.879"
"1995","english_premier_league","Sheffield Wednesday","11.49","5.677"
"1995","english_premier_league","Southampton FC","2.016","0.11"
"1995","english_premier_league","Tottenham Hotspur","12.04","12.15"
"1995","english_premier_league","West Ham United","4.257","4.566"
"1995","english_premier_league","Wimbledon FC","0.657","4.05"
"1995","spanish_primera_division","Albacete Balompié","0.63","0"
"1995","spanish_primera_division","Athletic Bilbao","2.7","0"
"1995","spanish_primera_division","Atlético Madrid","0.108","0"
"1995","spanish_primera_division","CD Tenerife","0","0"
"1995","spanish_primera_division","Celta de Vigo","0","0"
"1995","spanish_primera_division","CP Mérida","0","0"
"1995","spanish_primera_division","Deportivo de La Coruña","2.25","2.25"
"1995","spanish_primera_division","FC Barcelona","15.12","16.83"
"1995","spanish_primera_division","Racing Santander","0","0"
"1995","spanish_primera_division","Rayo Vallecano","1.08","0"
"1995","spanish_primera_division","RCD Espanyol Barcelona","0","0"
"1995","spanish_primera_division","Real Betis Balompié","0","2.7"
"1995","spanish_primera_division","Real Madrid","9.09","0"
"1995","spanish_primera_division","Real Oviedo","0","2.7"
"1995","spanish_primera_division","Real Sociedad","0","7.65"
"1995","spanish_primera_division","Real Valladolid CF","0","0"
"1995","spanish_primera_division","Real Zaragoza","0","3.24"
"1995","spanish_primera_division","SD Compostela","0.225","0"
"1995","spanish_primera_division","Sevilla FC","0","0"
"1995","spanish_primera_division","Sporting Gijón","0.45","0"
"1995","spanish_primera_division","UD Salamanca","0","0"
"1995","spanish_primera_division","Valencia CF","1.8","2.7"
"1995","german_bundesliga_1","1. FC Köln","3.483","3.15"
"1995","german_bundesliga_1","1.FC Kaiserslautern","7.358","6.792"
"1995","german_bundesliga_1","Bayer 04 Leverkusen","4.366","4.505"
"1995","german_bundesliga_1","Bayern Munich","8.77","2.818"
"1995","german_bundesliga_1","Borussia Dortmund","10.98","1.26"
"1995","german_bundesliga_1","Borussia Mönchengladbach","6.665","6.57"
"1995","german_bundesliga_1","Eintracht Frankfurt","2.571","3.695"
"1995","german_bundesliga_1","FC Hansa Rostock","1.08","0"
"1995","german_bundesliga_1","FC Schalke 04","1.598","1.013"
"1995","german_bundesliga_1","FC St. Pauli","0.158","0.81"
"1995","german_bundesliga_1","Fortuna Düsseldorf","1.71","0.225"
"1995","german_bundesliga_1","Hamburger SV","2.656","0.45"
"1995","german_bundesliga_1","Karlsruher SC","0.631","1.58"
"1995","german_bundesliga_1","KFC Uerdingen 05","0.662","1.913"
"1995","german_bundesliga_1","SC Freiburg","2.975","4.505"
"1995","german_bundesliga_1","SV Werder Bremen","6.9","2.443"
"1995","german_bundesliga_1","TSV 1860 Munich","2.457","0.307"
"1995","german_bundesliga_1","VfB Stuttgart","5.671","3.263"
"1995","italian_serie_a","AC Fiorentina","3.78","3.42"
"1995","italian_serie_a","AC Parma","18.787","1.35"
"1995","italian_serie_a","AS Bari","0.338","0"
"1995","italian_serie_a","AS Roma","4.5","0"
"1995","italian_serie_a","Atalanta BC","0","1.08"
"1995","italian_serie_a","Cagliari Calcio","0","0"
"1995","italian_serie_a","Calcio Padova","1.35","0"
"1995","italian_serie_a","FC Internazionale","26.28","18.39"
"1995","italian_serie_a","Juventus FC","5.625","9.09"
"1995","italian_serie_a","Milan AC","15.355","0.023"
"1995","italian_serie_a","Piacenza FC","0","2.74"
"1995","italian_serie_a","SS Lazio","0","5.4"
"1995","italian_serie_a","SSC Napoli","3.105","6.03"
"1995","italian_serie_a","Torino Calcio","0","0"
"1995","italian_serie_a","UC Sampdoria","3.43","13.815"
"1995","italian_serie_a","Udinese Calcio","1.04","0.338"
"1995","italian_serie_a","US Cremonese","0","0.18"
"1995","italian_serie_a","Vicenza Calcio","0","0"
"1995","french_ligue_1","AC Le Havre","0","0"
"1995","french_ligue_1","AJ Auxerre","0","1.8"
"1995","french_ligue_1","AS Cannes","0","0"
"1995","french_ligue_1","AS Monaco","2.34","0"
"1995","french_ligue_1","AS Saint-Étienne","0","0"
"1995","french_ligue_1","EA Guingamp","0","0"
"1995","french_ligue_1","FC Girondins Bordeaux","0","0"
"1995","french_ligue_1","FC Gueugnon","0","0"
"1995","french_ligue_1","FC Martigues","0","0"
"1995","french_ligue_1","FC Metz","0","0"
"1995","french_ligue_1","FC Nantes","0","0"
"1995","french_ligue_1","HSC Montpellier","0","0"
"1995","french_ligue_1","LOSC Lille","0","0"
"1995","french_ligue_1","OGC Nice","0","0"
"1995","french_ligue_1","Olympique Lyon","0.63","0"
"1995","french_ligue_1","Paris Saint-Germain","0","8.78"
"1995","french_ligue_1","RC Lens","1.35","0"
"1995","french_ligue_1","RC Strasbourg Alsace","0","0"
"1995","french_ligue_1","SC Bastia","0","0"
"1995","french_ligue_1","Stade Rennais FC","0.045","0"
"1995","english_championship","Barnsley FC","0.557","2.03"
"1995","english_championship","Birmingham City","2.727","3.793"
"1995","english_championship","Blackburn Rovers","12.812","5.045"
"1995","english_championship","Brentford FC","0","0.036"
"1995","english_championship","Bristol City","0.27","0"
"1995","english_championship","Cardiff City","0","0"
"1995","english_championship","Charlton Athletic","0.54","0"
"1995","english_championship","Derby County","5.713","5.941"
"1995","english_championship","Fulham FC","0","0"
"1995","english_championship","Huddersfield Town","0.562","0.142"
"1995","english_championship","Hull City","0.027","1.215"
"1995","english_championship","Leeds United","4.24","4.515"
"1995","english_championship","Luton Town","1.81","1.598"
"1995","english_championship","Middlesbrough FC","11.7","0.338"
"1995","english_championship","Millwall FC","1.395","2.75"
"1995","english_championship","Nottingham Forest","3.464","12.543"
"1995","english_championship","Preston North End","0.276","0.061"
"1995","english_championship","Queens Park Rangers","4.761","10.879"
"1995","english_championship","Reading FC","0.117","4.145"
"1995","english_championship","Sheffield Wednesday","11.49","5.677"
"1995","english_championship","Stoke City","0.558","0.783"
"1995","english_championship","Swansea City","0.027","0.723"
"1995","english_championship","West Bromwich Albion","0.27","0"
"1995","english_championship","Wigan Athletic","0.285","0"
"1995","portugese_liga_nos","Belenenses SAD","0","0"
"1995","portugese_liga_nos","Boavista Porto FC","0.9","0"
"1995","portugese_liga_nos","CF Estrela Amadora","0","0"
"1995","portugese_liga_nos","CS Marítimo","0","0"
"1995","portugese_liga_nos","FC Felgueiras 1932","0","0"
"1995","portugese_liga_nos","FC Porto","0","0"
"1995","portugese_liga_nos","FC Tirsense","0","0"
"1995","portugese_liga_nos","GD Chaves","0","0"
"1995","portugese_liga_nos","Gil Vicente FC","0","0"
"1995","portugese_liga_nos","Leça FC","0","0"
"1995","portugese_liga_nos","SC Braga","0","0"
"1995","portugese_liga_nos","SC Campomaiorense","0","0"
"1995","portugese_liga_nos","SC Farense","0","0"
"1995","portugese_liga_nos","SC Salgueiros","0","0"
"1995","portugese_liga_nos","SL Benfica","0","0"
"1995","portugese_liga_nos","Sporting CP","0","4.14"
"1995","portugese_liga_nos","União de Leiria","0","0"
"1995","portugese_liga_nos","Vitória Guimarães SC","0","0"
"1995","dutch_eredivisie","Ajax Amsterdam","2.03","3.25"
"1995","dutch_eredivisie","De Graafschap Doetinchem","0","0"
"1995","dutch_eredivisie","FC Groningen","0","0"
"1995","dutch_eredivisie","FC Twente Enschede","0","0"
"1995","dutch_eredivisie","FC Utrecht","0","0"
"1995","dutch_eredivisie","FC Volendam","0","0"
"1995","dutch_eredivisie","Feyenoord Rotterdam","7.567","0"
"1995","dutch_eredivisie","Fortuna Sittard","0","0"
"1995","dutch_eredivisie","Go Ahead Eagles Deventer","0","0.675"
"1995","dutch_eredivisie","NAC Breda","0","0"
"1995","dutch_eredivisie","NEC Nijmegen","0","0"
"1995","dutch_eredivisie","PSV Eindhoven","3.4","2.03"
"1995","dutch_eredivisie","RKC Waalwijk","0","0"
"1995","dutch_eredivisie","Roda JC Kerkrade","0","3.915"
"1995","dutch_eredivisie","SC Heerenveen","0.205","0"
"1995","dutch_eredivisie","Sparta Rotterdam","0","0.653"
"1995","dutch_eredivisie","Vitesse Arnhem","0","0"
"1995","dutch_eredivisie","Willem II Tilburg","0","2.167"
"1995","russian_premier_liga","Alania Vladikavkaz","0","1.8"
"1995","russian_premier_liga","Baltika Kaliningrad","0","0"
"1995","russian_premier_liga","Chernomorets Novorossijsk","0","0"
"1995","russian_premier_liga","CSKA Moscow","0","0"
"1995","russian_premier_liga","Dinamo Moscow","0","0"
"1995","russian_premier_liga","KamAZ Naberezhnye Chelny","0","0"
"1995","russian_premier_liga","Krylya Sovetov Samara","0","0"
"1995","russian_premier_liga","Lada Togliatti","0","0"
"1995","russian_premier_liga","Lokomotiv Moscow","0.036","0"
"1995","russian_premier_liga","Lokomotiv Nizhniy Novgorod","0","0"
"1995","russian_premier_liga","Rostselmash Rostov","0","0"
"1995","russian_premier_liga","Rotor Volgograd","0","0"
"1995","russian_premier_liga","Spartak Moscow","0","0"
"1995","russian_premier_liga","Tekstilshchik Kamyshin","0","0"
"1995","russian_premier_liga","Torpedo Moscow","0","0"
"1995","russian_premier_liga","Uralmash Ekaterinburg","0","0"
"1995","russian_premier_liga","Zenit St. Petersburg","0.023","0"
"1995","russian_premier_liga","Zhemchuzhina Sochi","0","0"
"1996","english_premier_league","Arsenal FC","5.504","13.271"
"1996","english_premier_league","Aston Villa","7.29","3.954"
"1996","english_premier_league","Blackburn Rovers","0","19.728"
"1996","english_premier_league","Chelsea FC","14.014","3.29"
"1996","english_premier_league","Coventry City","3.825","1.805"
"1996","english_premier_league","Derby County","3.052","0.507"
"1996","english_premier_league","Everton FC","9.68","11.732"
"1996","english_premier_league","Leeds United","14.973","0.855"
"1996","english_premier_league","Leicester City","6.35","3.42"
"1996","english_premier_league","Liverpool FC","3.15","0"
"1996","english_premier_league","Manchester United","10.1","7.194"
"1996","english_premier_league","Middlesbrough FC","14.74","8.73"
"1996","english_premier_league","Newcastle United","25.74","7.622"
"1996","english_premier_league","Nottingham Forest","8.717","0.635"
"1996","english_premier_league","Sheffield Wednesday","4.896","7.482"
"1996","english_premier_league","Southampton FC","2.919","4.315"
"1996","english_premier_league","Sunderland AFC","6.216","0.162"
"1996","english_premier_league","Tottenham Hotspur","4.73","1.304"
"1996","english_premier_league","West Ham United","11.88","1.81"
"1996","english_premier_league","Wimbledon FC","2.505","0.108"
"1996","spanish_primera_division","Athletic Bilbao","0","0.81"
"1996","spanish_primera_division","Atlético Madrid","3.285","5.4"
"1996","spanish_primera_division","CD Logroñés","0","0"
"1996","spanish_primera_division","CD Tenerife","2.7","0"
"1996","spanish_primera_division","Celta de Vigo","2.7","0"
"1996","spanish_primera_division","CF Extremadura","0","0"
"1996","spanish_primera_division","Deportivo de La Coruña","28.08","0"
"1996","spanish_primera_division","FC Barcelona","35.55","10.1"
"1996","spanish_primera_division","Hércules CF","0","0"
"1996","spanish_primera_division","Racing Santander","2.7","0"
"1996","spanish_primera_division","Rayo Vallecano","0.36","0"
"1996","spanish_primera_division","RCD Espanyol Barcelona","2.07","0"
"1996","spanish_primera_division","Real Betis Balompié","9","0"
"1996","spanish_primera_division","Real Madrid","54.54","5.31"
"1996","spanish_primera_division","Real Oviedo","0.27","0"
"1996","spanish_primera_division","Real Sociedad","7.2","0"
"1996","spanish_primera_division","Real Valladolid CF","0","0"
"1996","spanish_primera_division","Real Zaragoza","3.69","3.6"
"1996","spanish_primera_division","SD Compostela","0","0"
"1996","spanish_primera_division","Sevilla FC","4.695","9.9"
"1996","spanish_primera_division","Sporting Gijón","0","0"
"1996","spanish_primera_division","Valencia CF","2.7","12.6"
"1996","german_bundesliga_1","1. FC Köln","1.98","2.34"
"1996","german_bundesliga_1","Arminia Bielefeld","2.131","0"
"1996","german_bundesliga_1","Bayer 04 Leverkusen","5.202","2.003"
"1996","german_bundesliga_1","Bayern Munich","6.003","5.794"
"1996","german_bundesliga_1","Borussia Dortmund","5.895","3.935"
"1996","german_bundesliga_1","Borussia Mönchengladbach","2.475","2.538"
"1996","german_bundesliga_1","FC Hansa Rostock","1.104","2.07"
"1996","german_bundesliga_1","FC Schalke 04","2.525","0"
"1996","german_bundesliga_1","FC St. Pauli","0.036","0.036"
"1996","german_bundesliga_1","Fortuna Düsseldorf","1.502","0.518"
"1996","german_bundesliga_1","Hamburger SV","3.713","4.694"
"1996","german_bundesliga_1","Karlsruher SC","1.22","2.52"
"1996","german_bundesliga_1","MSV Duisburg","0.54","0.068"
"1996","german_bundesliga_1","SC Freiburg","1.058","0.9"
"1996","german_bundesliga_1","SV Werder Bremen","3.915","5.828"
"1996","german_bundesliga_1","TSV 1860 Munich","1.508","0.945"
"1996","german_bundesliga_1","VfB Stuttgart","3.934","0.684"
"1996","german_bundesliga_1","VfL Bochum","1.508","0"
"1996","italian_serie_a","AC Fiorentina","13.5","0"
"1996","italian_serie_a","AC Parma","8.265","19.701"
"1996","italian_serie_a","AC Perugia","0.675","0"
"1996","italian_serie_a","AC Reggiana","0.315","0"
"1996","italian_serie_a","AS Roma","10.89","0.675"
"1996","italian_serie_a","Atalanta BC","3.681","3.39"
"1996","italian_serie_a","Bologna FC 1909","3.6","0"
"1996","italian_serie_a","Cagliari Calcio","0","6.3"
"1996","italian_serie_a","FC Internazionale","23.42","9.9"
"1996","italian_serie_a","Hellas Verona","0","0"
"1996","italian_serie_a","Juventus FC","10.59","12.04"
"1996","italian_serie_a","Milan AC","8.55","14.36"
"1996","italian_serie_a","Piacenza FC","0","0"
"1996","italian_serie_a","SS Lazio","5.35","9"
"1996","italian_serie_a","SSC Napoli","4.5","0"
"1996","italian_serie_a","UC Sampdoria","3.24","8.415"
"1996","italian_serie_a","Udinese Calcio","1.04","3.6"
"1996","italian_serie_a","Vicenza Calcio","0","0"
"1996","french_ligue_1","AC Le Havre","0","0"
"1996","french_ligue_1","AJ Auxerre","0","4.14"
"1996","french_ligue_1","AS Cannes","0","0"
"1996","french_ligue_1","AS Monaco","5.4","0"
"1996","french_ligue_1","AS Nancy-Lorraine","0","0"
"1996","french_ligue_1","EA Guingamp","0","8.64"
"1996","french_ligue_1","FC Girondins Bordeaux","0.9","9"
